"ATC1","Name1","ATC2","Name2","Info","Mechanismus","Effekt","Massnahmen","Grad"
"C09BA09","Fosinopril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA14","Temocapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA14","Temocapril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA11","Spirapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA11","Spirapril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BA01","Captopril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA01","Captopril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA12","Delapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA12","Delapril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BA02","Enalapril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA02","Enalapril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BA03","Lisinopril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA03","Lisinopril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA10","Trandolapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA10","Trandolapril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BA04","Perindopril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA04","Perindopril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA09","Fosinopril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA09","Fosinopril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA08","Cilazapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA08","Cilazapril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA07","Benazepril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA07","Benazepril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA06","Quinapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA06","Quinapril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BA15","Zofenopril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA15","Zofenopril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BA13","Moexipril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA13","Moexipril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BB05","Ramipril und Felodipin","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BB05","Ramipril und Felodipin","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BB02","Enalapril und Lercanidipin","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BB02","Enalapril und Lercanidipin","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09BA12","Delapril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA12","Delapril und Diuretika","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA05","Ramipril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA05","Ramipril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA04","Perindopril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA04","Perindopril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA03","Lisinopril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA03","Lisinopril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA02","Enalapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA02","Enalapril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AC01","Piroxicam","C09AA01","Captopril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA01","Captopril","M01AC01","Piroxicam","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA25","Ramipril und Hydrochlorothiazid","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA25","Ramipril und Hydrochlorothiazid","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09AA15","Zofenopril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA15","Zofenopril","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA06","Quinapril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
